,drift_rate,f_start,snr,driftrate_idx,channel_idx,beam_idx,boxcar_size,n_integration
4632,-1.186244729895906,8420.209667645395,16251554.0,124.0,421283.0,0.0,8.0,16.0
3914,-0.2582952234450763,8420.62260210514,16250851.0,27.0,273488.0,0.0,8.0,16.0
4082,-6.954838053502611,8420.527799986303,16250492.0,727.0,307419.0,0.0,8.0,16.0
4774,-4.553649124439123,8420.128041878343,16250007.0,476.0,450498.0,0.0,8.0,16.0
3870,-0.8131516293641292,8420.645920559764,16249603.0,85.0,265142.0,0.0,8.0,16.0
4542,-0.0191329795144501,8420.261660590768,16249407.0,2.0,402674.0,0.0,8.0,16.0
4550,-0.1339308566011507,8420.257204212248,16249006.0,14.0,404269.0,0.0,8.0,16.0
4725,-2.2576915827051116,8420.155481435359,16248760.0,236.0,440677.0,0.0,8.0,16.0
4650,-2.2481250929478866,8420.198399573565,16248627.0,235.0,425316.0,0.0,8.0,16.0
3866,-2.2289921134334363,8420.647974126041,16248539.0,233.0,264407.0,0.0,8.0,16.0
3856,-3.491768761387143,8420.65322957933,16247996.0,365.0,262526.0,0.0,8.0,16.0
4748,-5.271135856231002,8420.142428018153,16245609.0,551.0,445349.0,0.0,8.0,16.0
4050,-1.6741357075143837,8420.545692555606,16244804.0,175.0,301015.0,0.0,8.0,16.0
4309,-6.6487103812714095,8420.393583364785,16244082.0,695.0,355457.0,0.0,8.0,16.0
4718,-7.519260949178888,8420.159490779042,16244005.0,786.0,439242.0,0.0,8.0,16.0
4451,-5.558130548947753,8420.309976674616,16243052.0,581.0,385381.0,0.0,8.0,16.0
4715,-3.262173007213742,8420.16111407429,16242974.0,341.0,438661.0,0.0,8.0,16.0
4017,-6.505213034913034,8420.563889667392,16242482.0,680.0,294502.0,0.0,8.0,16.0
4699,-6.973971033017061,8420.170420780778,16242342.0,729.0,435330.0,0.0,8.0,16.0
4840,-1.157545260624231,8420.088982209563,16241926.0,121.0,464478.0,0.0,8.0,16.0
3891,-0.11479787708670058,8420.63473071903,16241851.0,12.0,269147.0,0.0,8.0,16.0
4561,-5.998189077780106,8420.249917544425,16241669.0,627.0,406877.0,0.0,8.0,16.0
3898,-2.7742820295952644,8420.631347224116,16241567.0,290.0,270358.0,0.0,8.0,16.0
3877,-1.0140479142658552,8420.6417882815,16241271.0,106.0,266621.0,0.0,8.0,16.0
3888,-2.324657011005687,8420.636359602213,16240793.0,243.0,268564.0,0.0,8.0,16.0
4745,-2.9560453349825404,8420.144598931074,16240755.0,309.0,444572.0,0.0,8.0,16.0
4108,-5.012840632785926,8420.510577969253,16240412.0,524.0,313583.0,0.0,8.0,16.0
3855,-7.461862010635539,8420.653746463358,16239710.0,780.0,262341.0,0.0,8.0,16.0
4603,-7.423596051606638,8420.227180235088,16239159.0,776.0,415015.0,0.0,8.0,16.0
4695,-6.380848668069108,8420.172463171184,16238461.0,667.0,434599.0,0.0,8.0,16.0
3991,-5.271135856231002,8420.577865093946,16238259.0,551.0,289500.0,0.0,8.0,16.0
4769,-5.472032141132728,8420.130545273423,16237310.0,572.0,449602.0,0.0,8.0,16.0
4605,-0.1339308566011507,8420.226501300931,16236004.0,14.0,415258.0,0.0,8.0,16.0
4570,-7.1174683793754365,8420.245746150613,16235651.0,744.0,408370.0,0.0,8.0,16.0
4816,-3.1665081096414913,8420.103231444955,16235608.0,331.0,459378.0,0.0,8.0,16.0
4959,-0.24872873368785128,8420.01928947866,16234704.0,26.0,489422.0,0.0,8.0,16.0
3865,-4.457984226866873,8420.648488216102,16233182.0,466.0,264223.0,0.0,8.0,16.0
4080,-5.653795446520004,8420.529096387327,16233052.0,591.0,306955.0,0.0,8.0,16.0
4656,-3.9318272902194953,8420.19468639046,16232662.0,411.0,426645.0,0.0,8.0,16.0
4665,-2.506420316392963,8420.18898949027,16232426.0,262.0,428684.0,0.0,8.0,16.0
4036,-0.7940186498496791,8420.552789233625,16231653.0,83.0,298475.0,0.0,8.0,16.0
3959,-3.7500639848322193,8420.595858246088,16230236.0,392.0,283060.0,0.0,8.0,16.0
4694,-3.0325772530403405,8420.1731197536,16229177.0,317.0,434364.0,0.0,8.0,16.0
3930,-1.7889335846010843,8420.612703077495,16229092.0,187.0,277031.0,0.0,8.0,16.0
4771,-4.486683696138548,8420.129338279366,16228915.0,469.0,450034.0,0.0,8.0,16.0
4484,-2.506420316392963,8420.291659422219,16228899.0,262.0,391937.0,0.0,8.0,16.0
4481,-3.491768761387143,8420.293520204723,16228628.0,365.0,391271.0,0.0,8.0,16.0
4738,-0.12436436684392564,8420.148625038564,16228620.0,13.0,443131.0,0.0,8.0,16.0
3949,-3.893561331190595,8420.60174793005,16227479.0,407.0,280952.0,0.0,8.0,16.0
4737,-2.162026685132861,8420.14893796295,16227453.0,226.0,443019.0,0.0,8.0,16.0
4109,-1.2053777094103562,8420.509552583098,16227132.0,126.0,313950.0,0.0,8.0,16.0
3933,-7.1366013588898864,8420.610984787345,16225726.0,746.0,277646.0,0.0,8.0,16.0
3857,-6.973971033017061,8420.652559027076,16225639.0,729.0,262766.0,0.0,8.0,16.0
4744,-5.385933733317703,8420.145182870328,16225613.0,563.0,444363.0,0.0,8.0,16.0
3897,-3.3961038638148926,8420.631911605597,16225096.0,355.0,270156.0,0.0,8.0,16.0
3886,-5.959923118751206,8420.637228526175,16224130.0,623.0,268253.0,0.0,8.0,16.0
3864,-3.874428351676145,8420.64895760268,16224012.0,405.0,264055.0,0.0,8.0,16.0
3928,-5.558130548947753,8420.614052563906,16223508.0,581.0,276548.0,0.0,8.0,16.0
3889,-0.7366197113063288,8420.635996386409,16223377.0,77.0,268694.0,0.0,8.0,16.0
4735,-3.8074629233755695,8420.15029862523,16222570.0,398.0,442532.0,0.0,8.0,16.0
3869,-0.382659590289002,8420.646540820599,16222380.0,40.0,264920.0,0.0,8.0,16.0
4688,-4.955441694242576,8420.176120474935,16222365.0,518.0,433290.0,0.0,8.0,16.0
4746,-7.088768910103761,8420.144034549594,16222209.0,741.0,444774.0,0.0,8.0,16.0
3905,-2.1907261544045364,8420.627798885107,16221699.0,229.0,271628.0,0.0,8.0,16.0
4784,-5.462465651375503,8420.121618546546,16220917.0,571.0,452797.0,0.0,8.0,16.0
4657,-7.557526908207789,8420.19412200898,16220664.0,790.0,426847.0,0.0,8.0,16.0
4443,-6.7539417686008845,8420.314148068428,16220491.0,706.0,383888.0,0.0,8.0,16.0
4002,-1.5115053816415578,8420.572408474982,16220176.0,158.0,291453.0,0.0,8.0,16.0
4655,-5.098939040600952,8420.195141807199,16219908.0,533.0,426482.0,0.0,8.0,16.0
4763,-0.9183830166936047,8420.134303160012,16219118.0,96.0,448257.0,0.0,8.0,16.0
3936,-3.912694310705045,8420.60983646661,16219039.0,409.0,278057.0,0.0,8.0,16.0
4004,-7.270532215491038,8420.571447350085,16218938.0,760.0,291797.0,0.0,8.0,16.0
4829,-5.75902683384948,8420.095056295395,16218409.0,602.0,462304.0,0.0,8.0,16.0
4606,-4.419718267837973,8420.226065441966,16218012.0,462.0,415414.0,0.0,8.0,16.0
3880,-4.228388472693472,8420.640047639608,16217910.0,442.0,267244.0,0.0,8.0,16.0
4728,-3.9796597390056205,8420.153975486755,16217742.0,416.0,441216.0,0.0,8.0,16.0
4001,-1.6358697484854834,8420.572796836495,16217729.0,171.0,291314.0,0.0,8.0,16.0
4517,-5.328534794774352,8420.274943113327,16217286.0,557.0,397920.0,0.0,8.0,16.0
4697,-5.175470958658751,8420.171521604061,16216544.0,541.0,434936.0,0.0,8.0,16.0
4758,-5.682494915791679,8420.13653833419,16216363.0,594.0,447457.0,0.0,8.0,16.0
3977,-1.9898298695028103,8420.585121028125,16216306.0,208.0,286903.0,0.0,8.0,16.0
4762,-6.342582709040208,8420.13469710946,16215960.0,663.0,448116.0,0.0,8.0,16.0
4679,-7.414029561849413,8420.180473476648,16215698.0,775.0,431732.0,0.0,8.0,16.0
4142,-0.3061276722312016,8420.488402247429,16215533.0,32.0,321520.0,0.0,8.0,16.0
4307,-7.547960418450564,8420.394737273455,16215127.0,789.0,355044.0,0.0,8.0,16.0
4954,-2.6212181934796637,8420.022265054286,16214564.0,274.0,488357.0,0.0,8.0,16.0
4055,-4.457984226866873,8420.543052256107,16214539.0,466.0,301960.0,0.0,8.0,16.0
4691,-3.319571945757092,8420.174282044172,16214471.0,347.0,433948.0,0.0,8.0,16.0
4681,-7.299231684762713,8420.179621316493,16214444.0,763.0,432037.0,0.0,8.0,16.0
3993,-0.5165904468901527,8420.576892793179,16214343.0,54.0,289848.0,0.0,8.0,16.0
4628,-7.241832746219362,8420.212578959763,16214328.0,757.0,420241.0,0.0,8.0,16.0
4488,-4.247521452207922,8420.290458016098,16214240.0,444.0,392367.0,0.0,8.0,16.0
3903,-6.103420465109582,8420.629067346454,16214014.0,638.0,271174.0,0.0,8.0,16.0
4890,-3.3387049252715424,8420.060240663588,16213939.0,349.0,474765.0,0.0,8.0,16.0
4678,-6.170385893410157,8420.18137872219,16213707.0,645.0,431408.0,0.0,8.0,16.0
4468,-4.190122513664572,8420.300362631679,16213269.0,438.0,388822.0,0.0,8.0,16.0
4560,-4.218821982936246,8420.25074455887,16213175.0,441.0,406581.0,0.0,8.0,16.0
4581,-1.8750319924161096,8420.23930605501,16212748.0,196.0,410675.0,0.0,8.0,16.0
4631,-0.8896835474219296,8420.210318639874,16211936.0,93.0,421050.0,0.0,8.0,16.0
3924,-5.146771489387077,8420.616888441145,16211338.0,538.0,275533.0,0.0,8.0,16.0
3904,-2.563819254936313,8420.628100633621,16211256.0,268.0,271520.0,0.0,8.0,16.0
3944,-2.2672580724623366,8420.604628510773,16211000.0,237.0,279921.0,0.0,8.0,16.0
4783,-3.7883299438611195,8420.122149400413,16210914.0,396.0,452607.0,0.0,8.0,16.0
3892,-7.270532215491038,8420.634387061,16210903.0,760.0,269270.0,0.0,8.0,16.0
4522,-0.9183830166936047,8420.271766372025,16210893.0,96.0,399057.0,0.0,8.0,16.0
4702,-4.725845940069174,8420.168534852564,16210751.0,494.0,436005.0,0.0,8.0,16.0
4683,-6.409548137340783,8420.178763568401,16210681.0,670.0,432344.0,0.0,8.0,16.0
4759,-3.2143405584276166,8420.13593763113,16209889.0,336.0,447672.0,0.0,8.0,16.0
4828,-4.209255493179022,8420.095489360392,16209395.0,440.0,462149.0,0.0,8.0,16.0
4765,-2.8029814988669393,8420.133582316339,16209367.0,293.0,448515.0,0.0,8.0,16.0
4813,-0.7557526908207789,8420.105399563909,16209334.0,79.0,458602.0,0.0,8.0,16.0
3860,-5.070239571329276,8420.650930143893,16208845.0,530.0,263349.0,0.0,8.0,16.0
3896,-6.524346014427484,8420.63229996711,16208687.0,682.0,270017.0,0.0,8.0,16.0
4401,-6.9452715637453855,8420.337768271565,16208573.0,726.0,375434.0,0.0,8.0,16.0
4237,-6.4573805861269085,8420.436230488122,16208501.0,675.0,340193.0,0.0,8.0,16.0
4030,-7.414029561849413,8420.556189492345,16208463.0,775.0,297258.0,0.0,8.0,16.0
4368,-4.247521452207922,8420.356004498899,16208043.0,444.0,368907.0,0.0,8.0,16.0
3973,-5.385933733317703,8420.587817206979,16207926.0,563.0,285938.0,0.0,8.0,16.0
4638,-7.90192053946789,8420.206638984382,16207699.0,826.0,422367.0,0.0,8.0,16.0
4851,-7.997585437040141,8420.082966797054,16207591.0,836.0,466631.0,0.0,8.0,16.0
4387,-2.946478845225315,8420.345085673034,16207583.0,308.0,372815.0,0.0,8.0,16.0
4809,-6.151252913895707,8420.107430778444,16207533.0,643.0,457875.0,0.0,8.0,16.0
4720,-4.86934328642755,8420.157831162214,16207487.0,509.0,439836.0,0.0,8.0,16.0
4127,-3.82659590289002,8420.497996732593,16207486.0,400.0,318086.0,0.0,8.0,16.0
4619,-4.8502103069131,8420.218563638628,16207462.0,507.0,418099.0,0.0,8.0,16.0
4549,-7.471428500392763,8420.257793739438,16207462.0,781.0,404058.0,0.0,8.0,16.0
4714,-2.1907261544045364,8420.161633752286,16207168.0,229.0,438475.0,0.0,8.0,16.0
4672,-3.2334735379420665,8420.184994116426,16207156.0,338.0,430114.0,0.0,8.0,16.0
3874,-1.2436436684392564,8420.643243938684,16206724.0,130.0,266100.0,0.0,8.0,16.0
3941,-2.716883091051914,8420.605977997184,16206579.0,284.0,279438.0,0.0,8.0,16.0
3932,-7.079202420346537,8420.61143182218,16206172.0,740.0,277486.0,0.0,8.0,16.0
3974,-1.6167367689710332,8420.587493106723,16205967.0,169.0,286054.0,0.0,8.0,16.0
4437,-6.600877932485284,8420.317218638957,16205677.0,690.0,382789.0,0.0,8.0,16.0
4837,-3.5778671692021686,8420.090809464455,16205601.0,374.0,463824.0,0.0,8.0,16.0
4430,-3.1856410891559412,8420.321037992835,16205582.0,333.0,381422.0,0.0,8.0,16.0
4673,-3.118675660855366,8420.184594579041,16205155.0,326.0,430257.0,0.0,8.0,16.0
3963,-7.1366013588898864,8420.5934247002,16204824.0,746.0,283931.0,0.0,8.0,16.0
4020,-7.940186498496791,8420.562126673758,16204820.0,830.0,295133.0,0.0,8.0,16.0
4643,-5.481598630889954,8420.203607529402,16204721.0,573.0,423452.0,0.0,8.0,16.0
4455,-7.222699766704912,8420.307643711567,16204653.0,755.0,386216.0,0.0,8.0,16.0
4835,-2.477720847121288,8420.091597363353,16204512.0,259.0,463542.0,0.0,8.0,16.0
4303,-0.573989385433503,8420.398073270917,16204426.0,60.0,353850.0,0.0,8.0,16.0
4789,-0.20089628490172604,8420.118528418243,16204410.0,21.0,453903.0,0.0,8.0,16.0
4651,-6.447814096369683,8420.197798870504,16204311.0,674.0,425531.0,0.0,8.0,16.0
4042,-0.3730931005317769,8420.54957896471,16204246.0,39.0,299624.0,0.0,8.0,16.0
3951,-2.477720847121288,8420.600166544318,16204167.0,259.0,281518.0,0.0,8.0,16.0
4826,-5.730327364577804,8420.097352936864,16203512.0,599.0,461482.0,0.0,8.0,16.0
4710,-1.95156391047391,8420.16417067498,16203194.0,204.0,437567.0,0.0,8.0,16.0
3862,-7.940186498496791,8420.649893581867,16203098.0,830.0,263720.0,0.0,8.0,16.0
4583,-7.0122369920459615,8420.238442718983,16202965.0,733.0,410984.0,0.0,8.0,16.0
3940,-7.614925846751139,8420.60673236847,16202730.0,796.0,279168.0,0.0,8.0,16.0
4637,-5.424199692346603,8420.207024551928,16202345.0,567.0,422229.0,0.0,8.0,16.0
4717,-7.394896582334963,8420.159884728491,16201811.0,773.0,439101.0,0.0,8.0,16.0
4732,-5.77815981336393,8420.151840895414,16201546.0,604.0,441980.0,0.0,8.0,16.0
3926,-4.792811368369749,8420.615474693477,16201488.0,501.0,276039.0,0.0,8.0,16.0
4827,-3.1473751301270414,8420.096978545189,16201109.0,329.0,461616.0,0.0,8.0,16.0
4918,-0.05739893854335029,8420.042669400573,16200978.0,6.0,481054.0,0.0,8.0,16.0
3883,-2.114194236346736,8420.638748444617,16200940.0,221.0,267709.0,0.0,8.0,16.0
4680,-5.1180720201154015,8420.18014099449,16200734.0,535.0,431851.0,0.0,8.0,16.0
4070,-7.701024254566165,8420.53456697613,16200276.0,805.0,304997.0,0.0,8.0,16.0
4712,-7.8827875599534405,8420.162720605731,16200251.0,824.0,438086.0,0.0,8.0,16.0
3901,-5.472032141132728,8420.630265958607,16200131.0,572.0,270745.0,0.0,8.0,16.0
3919,-4.132723575121221,8420.619972981513,16199865.0,432.0,274429.0,0.0,8.0,16.0
4260,-1.7124016665432837,8420.423691160977,16199537.0,179.0,344681.0,0.0,8.0,16.0
4609,-7.614925846751139,8420.224067755044,16199521.0,796.0,416129.0,0.0,8.0,16.0
3997,-1.348875055768732,8420.575068332255,16199293.0,141.0,290501.0,0.0,8.0,16.0
4674,-5.271135856231002,8420.18393240869,16198991.0,551.0,430494.0,0.0,8.0,16.0
4708,-3.0421437427975655,8420.164863578975,16198831.0,318.0,437319.0,0.0,8.0,16.0
3861,-4.257087941965147,8420.650348998606,16198731.0,445.0,263557.0,0.0,8.0,16.0
4557,-4.888476265942,8420.252951793373,16198555.0,511.0,405791.0,0.0,8.0,16.0
3868,-7.318364664277163,8420.647043734789,16198238.0,765.0,264740.0,0.0,8.0,16.0
4058,-3.8648618619189197,8420.540892519057,16197237.0,404.0,302733.0,0.0,8.0,16.0
4698,-7.5001279696644385,8420.170722529292,16197066.0,784.0,435222.0,0.0,8.0,16.0
3908,-5.462465651375503,8420.625848695636,16197016.0,571.0,272326.0,0.0,8.0,16.0
4283,-6.686976340300309,8420.409824699163,16196912.0,699.0,349644.0,0.0,8.0,16.0
4644,-7.681891275051714,8420.20256537944,16196841.0,803.0,423825.0,0.0,8.0,16.0
3858,-4.515383165410223,8420.652206987143,16196502.0,472.0,262892.0,0.0,8.0,16.0
3996,-2.133327215861186,8420.575677417219,16196466.0,223.0,290283.0,0.0,8.0,16.0
4873,-7.796689152138415,8420.070064254105,16196366.0,815.0,471249.0,0.0,8.0,16.0
3939,-4.5632156141963485,8420.607380568981,16196261.0,477.0,278936.0,0.0,8.0,16.0
4386,-7.605359356993914,8420.34544609487,16196131.0,795.0,372686.0,0.0,8.0,16.0
3971,-2.8986463964391898,8420.588783919811,16196087.0,303.0,285592.0,0.0,8.0,16.0
4100,-0.10523138732947554,8420.515157282352,16195564.0,11.0,311944.0,0.0,8.0,16.0
4682,-0.6696542830057535,8420.179140754044,16195203.0,70.0,432209.0,0.0,8.0,16.0
4362,-3.5778671692021686,8420.360265299678,16194914.0,374.0,367382.0,0.0,8.0,16.0
4630,-2.7838485193524893,8420.210829935968,16194748.0,291.0,420867.0,0.0,8.0,16.0
3859,-6.773074748115335,8420.651720836759,16194496.0,708.0,263066.0,0.0,8.0,16.0
4579,-4.276220921479597,8420.240247622132,16194430.0,447.0,410338.0,0.0,8.0,16.0
4099,-7.74885670335229,8420.516079291701,16194245.0,810.0,311614.0,0.0,8.0,16.0
4024,-3.8648618619189197,8420.55981606245,16193877.0,404.0,295960.0,0.0,8.0,16.0
4664,-6.983537522774286,8420.189313590527,16193743.0,730.0,428568.0,0.0,8.0,16.0
4821,-1.2436436684392564,8420.10074481368,16193639.0,130.0,460268.0,0.0,8.0,16.0
4689,-4.161423044392897,8420.175785198808,16193635.0,435.0,433410.0,0.0,8.0,16.0
3918,-7.681891275051714,8420.620570890605,16193495.0,803.0,274215.0,0.0,8.0,16.0
4345,-5.175470958658751,8420.372731983662,16193484.0,541.0,362920.0,0.0,8.0,16.0
4741,-6.8400401764159104,8420.146618969738,16193192.0,715.0,443849.0,0.0,8.0,16.0
4516,-4.151856554635671,8420.27560248971,16192939.0,434.0,397684.0,0.0,8.0,16.0
4057,-6.706109319814759,8420.541247352958,16192635.0,701.0,302606.0,0.0,8.0,16.0
4846,-6.916572094473711,8420.085724443197,16192632.0,723.0,465644.0,0.0,8.0,16.0
4449,-4.706712960554724,8420.311030000448,16192474.0,492.0,385004.0,0.0,8.0,16.0
4858,-5.625095977248329,8420.07887084037,16192408.0,588.0,468097.0,0.0,8.0,16.0
4479,-1.7889335846010843,8420.294252224267,16191999.0,187.0,391009.0,0.0,8.0,16.0
3988,-0.10523138732947554,8420.579208992422,16191853.0,11.0,289019.0,0.0,8.0,16.0
4623,-0.7461862010635538,8420.216283760965,16191799.0,78.0,418915.0,0.0,8.0,16.0
3982,-4.276220921479597,8420.583022758365,16191753.0,447.0,287654.0,0.0,8.0,16.0
4131,-3.5778671692021686,8420.495700091124,16191426.0,374.0,318908.0,0.0,8.0,16.0
4515,-2.6307846832368886,8420.275988057256,16191385.0,275.0,397546.0,0.0,8.0,16.0
3961,-6.87830613544481,8420.594642870128,16191246.0,719.0,283495.0,0.0,8.0,16.0
4061,-7.423596051606638,8420.539107173681,16191143.0,776.0,303372.0,0.0,8.0,16.0
4788,-7.701024254566165,8420.11908441782,16191061.0,805.0,453704.0,0.0,8.0,16.0
4169,-4.199689003421796,8420.47341261059,16190969.0,439.0,326885.0,0.0,8.0,16.0
4929,-4.5632156141963485,8420.036455616355,16190746.0,477.0,483278.0,0.0,8.0,16.0
4772,-4.496250185895773,8420.128989033401,16190501.0,470.0,450159.0,0.0,8.0,16.0
4164,-7.576659887722239,8420.476539060473,16190483.0,792.0,325766.0,0.0,8.0,16.0
4426,-4.467550716624098,8420.323046855628,16190218.0,467.0,380703.0,0.0,8.0,16.0
4480,-2.0759282773178356,8420.29381915927,16190093.0,217.0,391164.0,0.0,8.0,16.0
4779,-5.787726303121155,8420.124867931008,16189903.0,605.0,451634.0,0.0,8.0,16.0
4669,-6.533912504184709,8420.187033712864,16189254.0,683.0,429384.0,0.0,8.0,16.0
4587,-0.0,8420.236333273351,16189067.0,0.0,411739.0,0.0,8.0,16.0
4607,-1.4445399533409824,8420.225394889712,16189004.0,151.0,415654.0,0.0,8.0,16.0
4917,-7.442729031121088,8420.042990706861,16188943.0,778.0,480939.0,0.0,8.0,16.0
4007,-7.260965725733812,8420.569879934192,16188559.0,759.0,292358.0,0.0,8.0,16.0
4595,-5.290268835745453,8420.231686905026,16188550.0,553.0,413402.0,0.0,8.0,16.0
3879,-4.199689003421796,8420.640329830348,16188452.0,439.0,267143.0,0.0,8.0,16.0
4060,-4.457984226866873,8420.540020801127,16188291.0,466.0,303045.0,0.0,8.0,16.0
3966,-4.515383165410223,8420.591533184052,16188062.0,472.0,284608.0,0.0,8.0,16.0
4667,-6.85917315593036,8420.187924988568,16188008.0,717.0,429065.0,0.0,8.0,16.0
4700,-4.678013491283049,8420.170091092587,16187520.0,489.0,435448.0,0.0,8.0,16.0
3934,-1.186244729895906,8420.61067186296,16187384.0,124.0,277758.0,0.0,8.0,16.0
3962,-7.624492336508364,8420.594209805131,16187063.0,797.0,283650.0,0.0,8.0,16.0
4785,-0.8131516293641292,8420.121188275516,16186715.0,85.0,452951.0,0.0,8.0,16.0
4580,-1.358441545525957,8420.239727944136,16186564.0,142.0,410524.0,0.0,8.0,16.0
4825,-6.78264123787256,8420.097900554538,16186008.0,709.0,461286.0,0.0,8.0,16.0
4814,-0.8418510986358043,8420.104701071978,16185925.0,88.0,458852.0,0.0,8.0,16.0
4726,-1.2149441991675813,8420.154799707234,16185885.0,127.0,440921.0,0.0,8.0,16.0
4513,-2.889079906681965,8420.277189463377,16185872.0,302.0,397116.0,0.0,8.0,16.0
4125,-1.9228644412022349,8420.49884609878,16185635.0,201.0,317782.0,0.0,8.0,16.0
3937,-6.916572094473711,8420.609054155648,16185595.0,723.0,278337.0,0.0,8.0,16.0
4565,-1.4349734635837574,8420.24804558605,16185576.0,150.0,407547.0,0.0,8.0,16.0
4620,-1.6550027279999335,8420.218267478049,16185496.0,173.0,418205.0,0.0,8.0,16.0
4903,-2.669050642265789,8420.053820125759,16185489.0,279.0,477063.0,0.0,8.0,16.0
4551,-1.1097128118381057,8420.25652807206,16185346.0,116.0,404511.0,0.0,8.0,16.0
3975,-2.4394548880923876,8420.587129890919,16185228.0,255.0,286184.0,0.0,8.0,16.0
4571,-0.7557526908207789,8420.245178975165,16184874.0,79.0,408573.0,0.0,8.0,16.0
3917,-4.324053370265722,8420.62116600573,16184610.0,452.0,274002.0,0.0,8.0,16.0
4564,-1.4923724021271076,8420.248369686306,16184471.0,156.0,407431.0,0.0,8.0,16.0
3872,-0.0,8420.645048841834,16184289.0,0.0,265454.0,0.0,8.0,16.0
4705,-3.8074629233755695,8420.166461728513,16184014.0,398.0,436747.0,0.0,8.0,16.0
4151,-7.528827438936114,8420.483431778848,16183809.0,787.0,323299.0,0.0,8.0,16.0
4038,-1.91329795144501,8420.551512390375,16183805.0,200.0,298932.0,0.0,8.0,16.0
4641,-5.959923118751206,8420.205085538328,16183765.0,623.0,422923.0,0.0,8.0,16.0
3927,-3.635266107745519,8420.61445210129,16183427.0,380.0,276405.0,0.0,8.0,16.0
3952,-4.247521452207922,8420.599677599967,16183364.0,444.0,281693.0,0.0,8.0,16.0
4114,-0.7079202420346536,8420.506722293794,16183053.0,74.0,314963.0,0.0,8.0,16.0
4810,-1.5784708099421332,8420.107020065188,16182630.0,165.0,458022.0,0.0,8.0,16.0
4854,-0.956648975722505,8420.081036165357,16182566.0,100.0,467322.0,0.0,8.0,16.0
4552,-0.34439363126010175,8420.255407691002,16182355.0,36.0,404912.0,0.0,8.0,16.0
4014,-3.453502802358243,8420.566264539957,16182266.0,361.0,293652.0,0.0,8.0,16.0
3950,-1.0140479142658552,8420.600895769894,16182104.0,106.0,281257.0,0.0,8.0,16.0
3885,-2.93691235546809,8420.637770555913,16181969.0,307.0,268059.0,0.0,8.0,16.0
3970,-2.927345865710865,8420.589563436806,16181850.0,306.0,285313.0,0.0,8.0,16.0
4083,-4.936308714728125,8420.527252368629,16181570.0,516.0,307615.0,0.0,8.0,16.0
4598,-2.7073166012946888,8420.230071991682,16181173.0,283.0,413980.0,0.0,8.0,16.0
3916,-6.706109319814759,8420.62147334218,16180938.0,701.0,273892.0,0.0,8.0,16.0
4027,-5.940790139236755,8420.558094978333,16180667.0,621.0,296576.0,0.0,8.0,16.0
4158,-2.171593174890086,8420.479609631002,16180572.0,227.0,324667.0,0.0,8.0,16.0
4811,-5.156337979144301,8420.106363482773,16180368.0,539.0,458257.0,0.0,8.0,16.0
4121,-2.554252765179088,8420.501095242798,16180333.0,267.0,316977.0,0.0,8.0,16.0
4491,-7.318364664277163,8420.288745313883,16180244.0,765.0,392980.0,0.0,8.0,16.0
4068,-0.7940186498496791,8420.535994693637,16180214.0,83.0,304486.0,0.0,8.0,16.0
4729,-4.8406438171558746,8420.153338462114,16180087.0,506.0,441444.0,0.0,8.0,16.0
4006,-0.9183830166936047,8420.570572838187,16179719.0,96.0,292110.0,0.0,8.0,16.0
4476,-4.237954962450697,8420.295995660126,16179666.0,443.0,390385.0,0.0,8.0,16.0
4912,-7.452295520878313,8420.047150924802,16179309.0,779.0,479450.0,0.0,8.0,16.0
4635,-2.0854947670750605,8420.208186842501,16179219.0,218.0,421813.0,0.0,8.0,16.0
4053,-7.021803481803186,8420.543837361038,16179210.0,734.0,301679.0,0.0,8.0,16.0
4639,-1.8367660333872093,8420.206063427031,16179169.0,192.0,422573.0,0.0,8.0,16.0
4764,-4.649314022011374,8420.13391200453,16179108.0,486.0,448397.0,0.0,8.0,16.0
5021,-5.070239571329276,8419.981710612774,16178653.0,530.0,502872.0,0.0,8.0,16.0
4767,-7.67232478529449,8420.131640508771,16178448.0,802.0,449210.0,0.0,8.0,16.0
4807,-7.834955111167315,8420.108252204955,16178408.0,819.0,457581.0,0.0,8.0,16.0
3983,-1.568904320184908,8420.582539401948,16177932.0,164.0,287827.0,0.0,8.0,16.0
4721,-6.399981647583558,8420.15733383596,16177595.0,669.0,440014.0,0.0,8.0,16.0
4662,-0.8801170576647045,8420.190305449069,16177399.0,92.0,428213.0,0.0,8.0,16.0
3948,-2.8986463964391898,8420.602382160723,16177223.0,303.0,280725.0,0.0,8.0,16.0
4577,-0.5165904468901527,8420.24108581245,16177165.0,54.0,410038.0,0.0,8.0,16.0
4067,-5.586830018219429,8420.536701567471,16177038.0,584.0,304233.0,0.0,8.0,16.0
4952,-5.711194385063354,8420.023055747151,16176542.0,597.0,488074.0,0.0,8.0,16.0
4703,-7.423596051606638,8420.167453587055,16176509.0,776.0,436392.0,0.0,8.0,16.0
4687,-6.610444422242509,8420.176539570093,16176332.0,691.0,433140.0,0.0,8.0,16.0
4043,-2.6594841525085635,8420.549252070487,16176287.0,278.0,299741.0,0.0,8.0,16.0
4711,-0.3539601210173268,8420.163282193244,16176160.0,37.0,437885.0,0.0,8.0,16.0
4707,-0.382659590289002,8420.165481045842,16176072.0,40.0,437098.0,0.0,8.0,16.0
4864,-0.33482714150287674,8420.075473375618,16174843.0,35.0,469313.0,0.0,8.0,16.0
