,drift_rate,f_start,snr,driftrate_idx,channel_idx,beam_idx,boxcar_size,n_integration
1543,-3.8552953721616947,8420.509541407228,8358275.0,403.0,313954.0,0.0,2.0,16.0
1715,-6.122553444624032,8420.418840833008,8358268.0,640.0,346417.0,0.0,2.0,16.0
1639,-3.5778671692021686,8420.459043234587,8357945.0,374.0,332028.0,0.0,2.0,16.0
1599,-2.487287336878513,8420.481400564313,8357453.5,260.0,324026.0,0.0,2.0,16.0
1939,-5.77815981336393,8420.29203940183,8357230.0,604.0,391801.0,0.0,2.0,16.0
2161,-7.404463072092188,8420.158825814724,8357067.0,774.0,439480.0,0.0,2.0,16.0
1793,-3.1760745993987163,8420.374916866422,8356997.0,332.0,362138.0,0.0,2.0,16.0
1610,-6.170385893410157,8420.475035905838,8356838.5,645.0,326304.0,0.0,2.0,16.0
1756,-5.070239571329276,8420.396103523672,8356799.0,530.0,354555.0,0.0,2.0,16.0
1632,-5.931223649479531,8420.462465845048,8356637.5,620.0,330803.0,0.0,2.0,16.0
1730,-4.649314022011374,8420.411322265863,8356601.5,486.0,349108.0,0.0,2.0,16.0
1529,-7.088768910103761,8420.518141239882,8356523.5,741.0,310876.0,0.0,2.0,16.0
1739,-1.4158404840693073,8420.405527576804,8356492.0,148.0,351182.0,0.0,2.0,16.0
1358,-3.453502802358243,8420.610289089382,8356396.0,361.0,277895.0,0.0,2.0,16.0
1628,-2.9560453349825404,8420.46463675797,8356214.0,309.0,330026.0,0.0,2.0,16.0
1604,-6.141686424138482,8420.47820147127,8355939.5,642.0,325171.0,0.0,2.0,16.0
2547,-4.257087941965147,8419.943592511117,8355637.5,445.0,516515.0,0.0,2.0,16.0
1514,-6.887872625202036,8420.525874942541,8355477.0,720.0,308108.0,0.0,2.0,16.0
2540,-5.299835325502677,8419.946746900678,8355406.0,554.0,515386.0,0.0,2.0,16.0
2511,-2.0280958285317103,8419.962275773287,8355198.5,212.0,509828.0,0.0,2.0,16.0
1956,-2.8508139476530645,8420.282003469765,8355113.0,298.0,395393.0,0.0,2.0,16.0
1437,-7.567093397965014,8420.56705802679,8355025.5,791.0,293368.0,0.0,2.0,16.0
1606,-2.123760726103961,8420.476854778826,8354401.0,222.0,325653.0,0.0,2.0,16.0
1702,-3.0899761915836907,8420.425336807966,8354379.0,323.0,344092.0,0.0,2.0,16.0
2457,-3.5683006794449432,8419.992978684604,8354218.0,373.0,498839.0,0.0,2.0,16.0
1624,-7.67232478529449,8420.466606505215,8353995.0,802.0,329321.0,0.0,2.0,16.0
1877,-0.3635266107745519,8420.32602801919,8353955.5,38.0,379636.0,0.0,2.0,16.0
1830,-4.639747532254149,8420.352073386312,8353879.0,485.0,370314.0,0.0,2.0,16.0
2174,-6.112986954866806,8420.1515391469,8353865.0,639.0,442088.0,0.0,2.0,16.0
1771,-1.5115053816415578,8420.38751207292,8353398.5,158.0,357630.0,0.0,2.0,16.0
2303,-2.506420316392963,8420.079323463142,8352873.0,262.0,467935.0,0.0,2.0,16.0
1642,-6.256484301225182,8420.457791537046,8352839.0,654.0,332476.0,0.0,2.0,16.0
1776,-2.2098591339189864,8420.38465384394,8352512.5,231.0,358653.0,0.0,2.0,16.0
1729,-5.730327364577804,8420.411758124828,8351902.0,599.0,348952.0,0.0,2.0,16.0
2561,-2.86038043741029,8419.935998506844,8351882.5,299.0,519233.0,0.0,2.0,16.0
1785,-3.8552953721616947,8420.379585586488,8351588.0,403.0,360467.0,0.0,2.0,16.0
2517,-2.535119785664638,8419.95954606682,8351518.0,265.0,510805.0,0.0,2.0,16.0
1787,-4.783244878612525,8420.378180220723,8351130.0,500.0,360970.0,0.0,2.0,16.0
1900,-5.529431079676079,8420.31229287386,8350990.5,578.0,384552.0,0.0,2.0,16.0
2431,-4.170989534150121,8420.008381828666,8350720.5,436.0,493326.0,0.0,2.0,16.0
1616,-4.419718267837973,8420.47135066241,8350340.0,462.0,327623.0,0.0,2.0,16.0
2501,-7.021803481803186,8419.96687464416,8350134.5,734.0,508182.0,0.0,2.0,16.0
1637,-7.873221070196215,8420.460023917258,8350034.0,823.0,331677.0,0.0,2.0,16.0
2353,-1.1097128118381057,8420.050076209009,8350015.5,116.0,478403.0,0.0,2.0,16.0
1626,-4.687579981040274,8420.465419068933,8349262.5,490.0,329746.0,0.0,2.0,16.0
1666,-1.377574525040407,8420.444573275745,8348887.5,144.0,337207.0,0.0,2.0,16.0
2512,-6.275617280739632,8419.961772859097,8348706.0,656.0,510008.0,0.0,2.0,16.0
2525,-5.644228956762779,8419.955779798329,8348612.0,590.0,512153.0,0.0,2.0,16.0
1853,-1.2532101581964814,8420.339548029006,8348602.5,131.0,374797.0,0.0,2.0,16.0
2428,-2.0472288080461607,8420.00999674201,8348548.5,214.0,492748.0,0.0,2.0,16.0
2456,-5.012840632785926,8419.993299990892,8348510.0,524.0,498724.0,0.0,2.0,16.0
1735,-4.237954962450697,8420.407935976982,8348257.0,443.0,350320.0,0.0,2.0,16.0
2320,-6.208651852439057,8420.068812556565,8348072.5,649.0,471697.0,0.0,2.0,16.0
1798,-2.7073166012946888,8420.37202231586,8347607.0,283.0,363174.0,0.0,2.0,16.0
1725,-0.975781955236955,8420.413551852107,8347593.5,102.0,348310.0,0.0,2.0,16.0
1545,-6.9261385842309355,8420.508423820138,8347488.5,724.0,314354.0,0.0,2.0,16.0
1795,-2.362922970034587,8420.37410940975,8346811.0,247.0,362427.0,0.0,2.0,16.0
1801,-7.165300828161562,8420.370002277195,8346809.5,749.0,363897.0,0.0,2.0,16.0
2553,-6.141686424138482,8419.94049679488,8346611.5,642.0,517623.0,0.0,2.0,16.0
2563,-4.744978919583624,8419.93494797498,8346574.0,496.0,519609.0,0.0,2.0,16.0
1711,-0.5357234264046028,8420.420492067933,8346496.5,56.0,345826.0,0.0,2.0,16.0
2439,-2.5829522344507634,8420.004425570369,8346478.5,270.0,494742.0,0.0,2.0,16.0
2572,-0.5070239571329276,8419.930114410818,8346308.0,53.0,521339.0,0.0,2.0,16.0
1563,-1.0140479142658552,8420.49906682223,8345981.0,106.0,317703.0,0.0,2.0,16.0
1837,-1.0523138732947555,8420.348770916462,8345881.0,110.0,371496.0,0.0,2.0,16.0
1748,-4.132723575121221,8420.40026653558,8345785.5,432.0,353065.0,0.0,2.0,16.0
1546,-4.8119443478842,8420.50811368972,8344800.0,503.0,314465.0,0.0,2.0,16.0
2578,-4.783244878612525,8419.927868060768,8344525.0,500.0,522143.0,0.0,2.0,16.0
2459,-2.563819254936313,8419.992081820965,8343924.5,268.0,499160.0,0.0,2.0,16.0
1888,-4.113590595606771,8420.31943704933,8343897.0,430.0,381995.0,0.0,2.0,16.0
1523,-7.528827438936114,8420.521111227572,8343487.0,787.0,309813.0,0.0,2.0,16.0
2400,-0.33482714150287674,8420.023407787085,8343033.5,35.0,487948.0,0.0,2.0,16.0
1590,-0.04783244878612525,8420.485532842577,8342958.0,5.0,322547.0,0.0,2.0,16.0
1791,-5.6920614055489045,8420.375693589449,8342888.5,595.0,361860.0,0.0,2.0,16.0
2437,-4.381452308809073,8420.005305670202,8342729.0,458.0,494427.0,0.0,2.0,16.0
2372,-3.0230107632831156,8420.03921046853,8342497.0,316.0,482292.0,0.0,2.0,16.0
2360,-7.567093397965014,8420.045519247651,8341968.5,791.0,480034.0,0.0,2.0,16.0
1648,-1.721968156300509,8420.454028062522,8341662.5,180.0,333823.0,0.0,2.0,16.0
1568,-4.477117206381323,8420.496376231313,8341549.5,468.0,318666.0,0.0,2.0,16.0
2420,-2.4394548880923876,8420.013447292149,8341210.0,255.0,491513.0,0.0,2.0,16.0
2493,-4.898042755699225,8419.97167468071,8340721.5,512.0,506464.0,0.0,2.0,16.0
1989,-6.007755567537331,8420.264599844813,8340013.5,628.0,401622.0,0.0,2.0,16.0
1786,-2.334223500762912,8420.379063114524,8340006.5,244.0,360654.0,0.0,2.0,16.0
1913,-3.5778671692021686,8420.304936356843,8339656.5,374.0,387185.0,0.0,2.0,16.0
1723,-7.82538862141009,8420.41458003223,8339419.0,818.0,347942.0,0.0,2.0,16.0
1763,-7.088768910103761,8420.39218917489,8339222.0,741.0,355956.0,0.0,2.0,16.0
1660,-7.414029561849413,8420.447258278728,8339189.5,775.0,336246.0,0.0,2.0,16.0
1699,-0.7174867317918787,8420.427024364471,8339098.5,75.0,343488.0,0.0,2.0,16.0
2419,-5.653795446520004,8420.013749040663,8338798.5,591.0,491405.0,0.0,2.0,16.0
1592,-4.266654431722372,8420.484543778002,8338774.5,446.0,322901.0,0.0,2.0,16.0
1779,-1.9037314616877847,8420.382488518953,8338483.5,199.0,359428.0,0.0,2.0,16.0
2532,-4.5632156141963485,8419.951681047678,8338420.5,477.0,513620.0,0.0,2.0,16.0
1757,-6.8209071969014605,8420.39508651942,8337996.0,713.0,354919.0,0.0,2.0,16.0
2433,-3.7404974950749943,8420.00702675432,8337301.0,391.0,493811.0,0.0,2.0,16.0
2568,-3.0325772530403405,8419.932539574802,8337064.0,317.0,520471.0,0.0,2.0,16.0
2427,-0.4783244878612525,8420.010343194008,8336102.5,50.0,492624.0,0.0,2.0,16.0
1544,-0.2869946927167515,8420.508756302297,8335858.5,30.0,314235.0,0.0,2.0,16.0
2524,-6.80177421738701,8419.956129044294,8335407.5,711.0,512028.0,0.0,2.0,16.0
2539,-0.2582952234450763,8419.947453774512,8335238.5,27.0,515133.0,0.0,2.0,16.0
2478,-7.67232478529449,8419.980492442846,8335126.5,802.0,503308.0,0.0,2.0,16.0
2558,-3.5874336589593936,8419.937767088413,8334955.5,375.0,518600.0,0.0,2.0,16.0
2417,-5.72076087482058,8420.01514043659,8334515.0,598.0,490907.0,0.0,2.0,16.0
2534,-0.9470824859652799,8419.950619339943,8333757.0,99.0,514000.0,0.0,2.0,16.0
1722,-5.089372550843726,8420.415096916258,8333514.0,532.0,347757.0,0.0,2.0,16.0
1671,-2.0854947670750605,8420.442117378116,8333246.5,218.0,338086.0,0.0,2.0,16.0
2530,-2.563819254936313,8419.952650554478,8333023.5,268.0,513273.0,0.0,2.0,16.0
1813,-2.6403511729941136,8420.362721197307,8332357.5,276.0,366503.0,0.0,2.0,16.0
2454,-3.6161331282310685,8419.994512572885,8331716.5,378.0,498290.0,0.0,2.0,16.0
1742,-4.228388472693472,8420.403638854623,8331235.5,442.0,351858.0,0.0,2.0,16.0
2412,-5.089372550843726,8420.017909258604,8331144.5,532.0,489916.0,0.0,2.0,16.0
1789,-2.0663617875606106,8420.376892201602,8330662.5,216.0,361431.0,0.0,2.0,16.0
1732,-1.157545260624231,8420.410411432385,8330508.0,121.0,349434.0,0.0,2.0,16.0
2528,-7.366197113063288,8419.954603537917,8330487.5,770.0,512574.0,0.0,2.0,16.0
2560,-0.9375159962080548,8419.936635531485,8329819.0,98.0,519005.0,0.0,2.0,16.0
1655,-1.3106090967398318,8420.449996367097,8328677.0,137.0,335266.0,0.0,2.0,16.0
2575,-2.93691235546809,8419.928818009794,8328533.0,307.0,521803.0,0.0,2.0,16.0
2452,-7.251399235976588,8419.995778240263,8328252.0,758.0,497837.0,0.0,2.0,16.0
1662,-3.893561331190595,8420.446529053152,8328236.0,407.0,336507.0,0.0,2.0,16.0
1834,-2.2672580724623366,8420.3498410061,8327780.0,237.0,371113.0,0.0,2.0,16.0
1706,-2.0376623182889353,8420.423403382301,8327727.5,213.0,344784.0,0.0,2.0,16.0
1625,-5.864258221178956,8420.465969480574,8327232.5,613.0,329549.0,0.0,2.0,16.0
1617,-7.442729031121088,8420.470708049834,8326804.5,778.0,327853.0,0.0,2.0,16.0
2381,-4.773678388855299,8420.034851878881,8326214.5,499.0,483852.0,0.0,2.0,16.0
2502,-0.3539601210173268,8419.966430403292,8326100.5,37.0,508341.0,0.0,2.0,16.0
2551,-0.43049203907512723,8419.941142201424,8325022.0,45.0,517392.0,0.0,2.0,16.0
2359,-4.620614552739699,8420.046178624034,8323741.5,483.0,479798.0,0.0,2.0,16.0
2426,-7.260965725733812,8420.010633766651,8323519.5,759.0,492520.0,0.0,2.0,16.0
2538,-2.927345865710865,8419.948238879442,8323422.0,306.0,514852.0,0.0,2.0,16.0
2388,-0.9375159962080548,8420.031166635454,8323421.0,98.0,485171.0,0.0,2.0,16.0
1679,-4.687579981040274,8420.437814667821,8322341.0,490.0,339626.0,0.0,2.0,16.0
2556,-7.155734338404337,8419.939049519598,8322289.0,748.0,518141.0,0.0,2.0,16.0
2583,-4.658880511768599,8419.924657791853,8322088.5,487.0,523292.0,0.0,2.0,16.0
1724,-3.90312782094782,8420.41399050504,8320412.0,408.0,348153.0,0.0,2.0,16.0
1667,-1.186244729895906,8420.444232411683,8319743.5,124.0,337329.0,0.0,2.0,16.0
1719,-1.176678240138681,8420.417066663504,8319718.0,123.0,347052.0,0.0,2.0,16.0
2514,-7.0122369920459615,8419.960691593587,8319524.5,733.0,510395.0,0.0,2.0,16.0
2570,-4.190122513664572,8419.931394048035,8318978.5,438.0,520881.0,0.0,2.0,16.0
1758,-5.079806061086501,8420.394597575068,8318330.0,531.0,355094.0,0.0,2.0,16.0
2521,-2.93691235546809,8419.957517646253,8317939.0,307.0,511531.0,0.0,2.0,16.0
2510,-3.453502802358243,8419.962879270315,8317525.5,361.0,509612.0,0.0,2.0,16.0
2555,-6.313883239768533,8419.939706102014,8314404.0,660.0,517906.0,0.0,2.0,16.0
1752,-4.878909776184775,8420.397637411952,8312953.0,510.0,354006.0,0.0,2.0,16.0
2475,-7.213133276947687,8419.98207103461,8312602.0,754.0,502743.0,0.0,2.0,16.0
2574,-7.452295520878313,8419.92910578847,8311644.5,779.0,521700.0,0.0,2.0,16.0
2509,-7.241832746219362,8419.963203370571,8311418.0,757.0,509496.0,0.0,2.0,16.0
2498,-4.056191657063421,8419.969081878662,8310668.0,424.0,507392.0,0.0,2.0,16.0
1681,-6.237351321710732,8420.43664958328,8309481.5,652.0,340043.0,0.0,2.0,16.0
1579,-2.716883091051914,8420.491104014218,8308534.0,284.0,320553.0,0.0,2.0,16.0
2579,-6.6487103812714095,8419.927432201803,8308058.5,695.0,522299.0,0.0,2.0,16.0
1689,-1.4636729328554325,8420.432606711984,8307740.5,153.0,341490.0,0.0,2.0,16.0
2542,-4.974574673757026,8419.94600649923,8306767.5,520.0,515651.0,0.0,2.0,16.0
2544,-6.954838053502611,8419.944905675948,8304978.0,727.0,516045.0,0.0,2.0,16.0
2537,-7.681891275051714,8419.948775321245,8304780.5,803.0,514660.0,0.0,2.0,16.0
1769,-7.528827438936114,8420.388626866043,8304137.5,787.0,357231.0,0.0,2.0,16.0
2471,-4.936308714728125,8419.984920881689,8303404.5,516.0,501723.0,0.0,2.0,16.0
2577,-5.615529487491104,8419.928158633411,8302918.5,587.0,522039.0,0.0,2.0,16.0
1695,-3.3961038638148926,8420.429544523358,8301933.0,355.0,342586.0,0.0,2.0,16.0
1713,-1.1001463220808807,8420.419690199196,8301124.5,115.0,346113.0,0.0,2.0,16.0
2508,-5.1180720201154015,8419.963686726987,8297687.5,535.0,509323.0,0.0,2.0,16.0
2541,-5.165904468901527,8419.946392066777,8296873.0,540.0,515513.0,0.0,2.0,16.0
2479,-1.2819096274681565,8419.980037026107,8296838.5,134.0,503471.0,0.0,2.0,16.0
2380,-0.5357234264046028,8420.03529611975,8296267.0,56.0,483693.0,0.0,2.0,16.0
1747,-6.3712821783118825,8420.400652103126,8294075.0,666.0,352927.0,0.0,2.0,16.0
2559,-2.0759282773178356,8419.936954043806,8293147.0,217.0,518891.0,0.0,2.0,16.0
2565,-0.4878909776184775,8419.933984056115,8288212.5,51.0,519954.0,0.0,2.0,16.0
2522,-2.0567952978033857,8419.956900179386,8285975.0,215.0,511752.0,0.0,2.0,16.0
2507,-3.0038777837686657,8419.96405273676,8283930.5,314.0,509192.0,0.0,2.0,16.0
2588,-0.9470824859652799,8419.92220748216,8222591.5,99.0,524169.0,0.0,2.0,16.0
908,-5.940790139236755,8420.132411643863,6323070.5,621.0,448934.0,0.0,1.0,16.0
882,-4.400585288323523,8420.146783813834,6308582.0,460.0,443790.0,0.0,1.0,16.0
435,-5.538997569433303,8420.403133146465,6306016.0,579.0,352039.0,0.0,1.0,16.0
59,-2.869946927167515,8420.615578070283,6297851.0,300.0,276002.0,0.0,1.0,16.0
716,-6.620010911999734,8420.24034820497,6296710.5,692.0,410302.0,0.0,1.0,16.0
1191,-2.697750111537464,8419.975128024817,6289157.0,282.0,505228.0,0.0,1.0,16.0
666,-4.257087941965147,8420.269215479493,6287413.5,445.0,399970.0,0.0,1.0,16.0
339,-3.4248033330865675,8420.460037887096,6284688.5,358.0,331672.0,0.0,1.0,16.0
751,-1.5115053816415578,8420.219044201076,6284438.0,158.0,417927.0,0.0,1.0,16.0
620,-4.065758146820646,8420.295674353838,6281485.5,425.0,390500.0,0.0,1.0,16.0
879,-6.495646545155808,8420.148334465921,6278623.0,679.0,443235.0,0.0,1.0,16.0
924,-2.487287336878513,8420.122998766601,6278125.0,260.0,452303.0,0.0,1.0,16.0
257,-1.4636729328554325,8420.504048466682,6274981.5,153.0,315920.0,0.0,1.0,16.0
856,-4.764111899098075,8420.160907320678,6274937.0,498.0,438735.0,0.0,1.0,16.0
753,-3.711798025803319,8420.217719860375,6272145.0,388.0,418401.0,0.0,1.0,16.0
776,-7.873221070196215,8420.205529779196,6270096.0,823.0,422764.0,0.0,1.0,16.0
217,-5.252002876716552,8420.527464710176,6265697.5,549.0,307539.0,0.0,1.0,16.0
854,-6.954838053502611,8420.16160581261,6260597.0,727.0,438485.0,0.0,1.0,16.0
848,-2.0663617875606106,8420.165450312197,6260560.5,216.0,437109.0,0.0,1.0,16.0
749,-5.625095977248329,8420.22062279284,6258472.0,588.0,417362.0,0.0,1.0,16.0
128,-1.157545260624231,8420.577306300402,6258386.5,121.0,289700.0,0.0,1.0,16.0
131,-4.419718267837973,8420.5750124529,6258380.5,462.0,290521.0,0.0,1.0,16.0
929,-2.716883091051914,8420.119590125978,6256918.5,284.0,453523.0,0.0,1.0,16.0
859,-7.270532215491038,8420.159496366978,6248216.0,760.0,439240.0,0.0,1.0,16.0
764,-7.375763602820513,8420.211746357381,6246392.0,771.0,420539.0,0.0,1.0,16.0
313,-7.461862010635539,8420.473122037947,6244863.0,780.0,326989.0,0.0,1.0,16.0
168,-0.3061276722312016,8420.553761534393,6244667.0,32.0,298127.0,0.0,1.0,16.0
259,-5.443332671861053,8420.502439141273,6244247.0,569.0,316496.0,0.0,1.0,16.0
104,-3.434369822843793,8420.590499415994,6243697.5,359.0,284978.0,0.0,1.0,16.0
109,-0.975781955236955,8420.58771662414,6242198.0,102.0,285974.0,0.0,1.0,16.0
400,-2.745582560323589,8420.423272065818,6240434.0,287.0,344831.0,0.0,1.0,16.0
634,-1.0140479142658552,8420.287437736988,6240428.0,106.0,393448.0,0.0,1.0,16.0
1028,-1.1192793015953308,8420.06565257907,6238971.0,117.0,472828.0,0.0,1.0,16.0
18,-3.0134442735258906,8420.641941949725,6238483.0,315.0,266566.0,0.0,1.0,16.0
834,-5.596396507976654,8420.172580517828,6238216.5,585.0,434557.0,0.0,1.0,16.0
650,-4.974574673757026,8420.27735710144,6236953.5,520.0,397056.0,0.0,1.0,16.0
874,-2.0089628490172604,8420.150798745453,6236829.0,210.0,442353.0,0.0,1.0,16.0
1032,-4.993707653271476,8420.062934048474,6236454.5,522.0,473801.0,0.0,1.0,16.0
1262,-7.461862010635539,8419.932165183127,6234466.5,780.0,520605.0,0.0,1.0,16.0
136,-5.644228956762779,8420.571804977953,6234120.5,590.0,291669.0,0.0,1.0,16.0
910,-0.9470824859652799,8420.131486840546,6232823.0,99.0,449265.0,0.0,1.0,16.0
810,-0.784452160092454,8420.185793191195,6232204.5,82.0,429828.0,0.0,1.0,16.0
498,-0.956648975722505,8420.368697494268,6231605.0,100.0,364364.0,0.0,1.0,16.0
568,-3.290872476485417,8420.326452702284,6231079.0,344.0,379484.0,0.0,1.0,16.0
1,-7.74885670335229,8420.653358101845,6230754.0,810.0,262480.0,0.0,1.0,16.0
1125,-5.9886225880228805,8420.011622831225,6230075.5,626.0,492166.0,0.0,1.0,16.0
913,-5.185037448415977,8420.129723846912,6229303.0,542.0,449896.0,0.0,1.0,16.0
901,-1.3010426069826067,8420.135498978198,6228517.5,136.0,447829.0,0.0,1.0,16.0
1230,-7.251399235976588,8419.951980002224,6228080.0,758.0,513513.0,0.0,1.0,16.0
216,-7.681891275051714,8420.528003945947,6227135.5,803.0,307346.0,0.0,1.0,16.0
46,-3.1856410891559412,8420.625345781446,6226797.5,333.0,272506.0,0.0,1.0,16.0
1144,-4.467550716624098,8420.000097714365,6224894.0,467.0,496291.0,0.0,1.0,16.0
1154,-6.026888547051781,8419.995219446719,6224664.5,630.0,498037.0,0.0,1.0,16.0
63,-7.289665195005488,8420.612638816237,6224581.5,762.0,277054.0,0.0,1.0,16.0
1009,-7.758423193109515,8420.076627284288,6224174.5,811.0,468900.0,0.0,1.0,16.0
943,-4.304920390751272,8420.111096464097,6223476.5,450.0,456563.0,0.0,1.0,16.0
1138,-0.08609840781502544,8420.004257932305,6223257.0,9.0,494802.0,0.0,1.0,16.0
959,-1.8176330538727594,8420.10248824954,6222904.0,190.0,459644.0,0.0,1.0,16.0
1174,-4.917175735213675,8419.984546490014,6222428.5,514.0,501857.0,0.0,1.0,16.0
51,-6.524346014427484,8420.621478930116,6222404.0,682.0,273890.0,0.0,1.0,16.0
852,-3.5587341896877183,8420.162485912442,6222100.5,372.0,438170.0,0.0,1.0,16.0
145,-2.114194236346736,8420.56643217802,6221746.0,221.0,293592.0,0.0,1.0,16.0
939,-2.93691235546809,8420.113532803953,6221044.0,307.0,455691.0,0.0,1.0,16.0
855,-5.9886225880228805,8420.16130965203,6220980.5,626.0,438591.0,0.0,1.0,16.0
188,-3.6543990872599688,8420.543398708105,6220341.0,382.0,301836.0,0.0,1.0,16.0
283,-3.5778671692021686,8420.489986427128,6220257.0,374.0,320953.0,0.0,1.0,16.0
778,-7.327931154034387,8420.2044820413,6219898.5,766.0,423139.0,0.0,1.0,16.0
329,-6.227784831953507,8420.465555973351,6219612.0,651.0,329697.0,0.0,1.0,16.0
723,-4.104024105849546,8420.236269012094,6219406.0,429.0,411762.0,0.0,1.0,16.0
1059,-5.634662467005554,8420.049000531435,6219099.0,589.0,478788.0,0.0,1.0,16.0
142,-4.639747532254149,8420.568415895104,6218376.0,485.0,292882.0,0.0,1.0,16.0
909,-6.160819403652932,8420.132067985833,6218227.0,644.0,449057.0,0.0,1.0,16.0
598,-1.1384122811097808,8420.307769440114,6218149.0,119.0,386171.0,0.0,1.0,16.0
710,-3.5778671692021686,8420.243561267853,6218001.5,374.0,409152.0,0.0,1.0,16.0
551,-5.299835325502677,8420.336312614381,6217314.0,554.0,375955.0,0.0,1.0,16.0
792,-3.711798025803319,8420.1973490417,6217288.5,388.0,425692.0,0.0,1.0,16.0
1140,-0.40179256980345207,8420.002782717347,6216035.5,42.0,495330.0,0.0,1.0,16.0
19,-1.8367660333872093,8420.64113728702,6215560.5,192.0,266854.0,0.0,1.0,16.0
276,-3.2813059867281917,8420.494076795876,6214623.0,343.0,319489.0,0.0,1.0,16.0
97,-0.20089628490172604,8420.593810267746,6214523.0,21.0,283793.0,0.0,1.0,16.0
932,-0.22959575417340117,8420.117885805666,6214209.5,24.0,454133.0,0.0,1.0,16.0
789,-1.1001463220808807,8420.198670588434,6214157.0,115.0,425219.0,0.0,1.0,16.0
295,-1.2819096274681565,8420.48372514546,6213111.5,134.0,323194.0,0.0,1.0,16.0
720,-2.908212886196415,8420.2378699556,6213036.0,304.0,411189.0,0.0,1.0,16.0
771,-6.868739645687586,8420.208304189146,6212860.0,718.0,421771.0,0.0,1.0,16.0
86,-6.667843360785859,8420.60000449419,6212599.0,697.0,281576.0,0.0,1.0,16.0
876,-5.175470958658751,8420.149762183428,6212241.0,541.0,442724.0,0.0,1.0,16.0
1019,-7.710590744323389,8420.070614665747,6211846.5,806.0,471052.0,0.0,1.0,16.0
1268,-4.553649124439123,8419.929463416338,6210621.0,476.0,521572.0,0.0,1.0,16.0
702,-3.1569416198842664,8420.247939415276,6210509.5,330.0,407585.0,0.0,1.0,16.0
40,-7.519260949178888,8420.629665255547,6210383.0,786.0,270960.0,0.0,1.0,16.0
325,-2.4011889290634874,8420.467785559595,6210121.5,251.0,328899.0,0.0,1.0,16.0
911,-2.8316809681386146,8420.13103980571,6209808.5,296.0,449425.0,0.0,1.0,16.0
126,-5.711194385063354,8420.578722842038,6209621.5,597.0,289193.0,0.0,1.0,16.0
584,-7.461862010635539,8420.316743664443,6209464.5,780.0,382959.0,0.0,1.0,16.0
627,-1.6454362382427086,8420.291603542864,6209344.5,172.0,391957.0,0.0,1.0,16.0
786,-0.5357234264046028,8420.20022124052,6209130.0,56.0,424664.0,0.0,1.0,16.0
727,-4.190122513664572,8420.233947224915,6209078.0,438.0,412593.0,0.0,1.0,16.0
763,-4.285787411236822,8420.212430879474,6208091.0,448.0,420294.0,0.0,1.0,16.0
178,-3.0421437427975655,8420.548165217042,6207808.0,318.0,300130.0,0.0,1.0,16.0
746,-3.128242150612591,8420.222628861666,6207301.5,327.0,416644.0,0.0,1.0,16.0
192,-6.466947075884133,8420.541090890765,6207301.0,676.0,302662.0,0.0,1.0,16.0
1188,-4.218821982936246,8419.976374134421,6206748.5,441.0,504782.0,0.0,1.0,16.0
1163,-0.10523138732947554,8419.990830123425,6206486.5,11.0,499608.0,0.0,1.0,16.0
900,-5.902524180207855,8420.136205852032,6205975.5,617.0,447576.0,0.0,1.0,16.0
187,-5.950356628993981,8420.543828979135,6205399.0,622.0,301682.0,0.0,1.0,16.0
1245,-0.34439363126010175,8419.94302533567,6205326.5,36.0,516718.0,0.0,1.0,16.0
998,-4.094457616092321,8420.081787742674,6204867.0,428.0,467053.0,0.0,1.0,16.0
489,-4.8502103069131,8420.372178778052,6204862.5,507.0,363118.0,0.0,1.0,16.0
741,-7.452295520878313,8420.226057060063,6203766.5,779.0,415417.0,0.0,1.0,16.0
842,-6.706109319814759,8420.168316923082,6203613.0,701.0,436083.0,0.0,1.0,16.0
604,-5.443332671861053,8420.304053463042,6203454.0,569.0,387501.0,0.0,1.0,16.0
649,-6.1799523831673815,8420.27827911079,6203394.5,646.0,396726.0,0.0,1.0,16.0
159,-1.7889335846010843,8420.558388344944,6203294.5,187.0,296471.0,0.0,1.0,16.0
243,-6.76350825835811,8420.513084158301,6203134.5,707.0,312686.0,0.0,1.0,16.0
843,-4.486683696138548,8420.168006792665,6202943.5,469.0,436194.0,0.0,1.0,16.0
769,-4.993707653271476,8420.209438540041,6202326.0,522.0,421365.0,0.0,1.0,16.0
338,-7.241832746219362,8420.460702851415,6202002.0,757.0,331434.0,0.0,1.0,16.0
77,-1.980263379745585,8420.604413375258,6201706.0,207.0,279998.0,0.0,1.0,16.0
577,-4.113590595606771,8420.321004465222,6201524.5,430.0,381434.0,0.0,1.0,16.0
765,-4.438851247352423,8420.211229473352,6201509.5,464.0,420724.0,0.0,1.0,16.0
714,-4.199689003421796,8420.241102576256,6201508.5,439.0,410032.0,0.0,1.0,16.0
978,-6.428681116855233,8420.0918097049,6201225.0,672.0,463466.0,0.0,1.0,16.0
635,-6.973971033017061,8420.286959968507,6201070.0,729.0,393619.0,0.0,1.0,16.0
697,-2.688183621780239,8420.25209683925,6201008.0,281.0,406097.0,0.0,1.0,16.0
811,-1.8750319924161096,8420.185131020844,6200739.0,196.0,430065.0,0.0,1.0,16.0
954,-6.5626119734563835,8420.105486176908,6200473.0,686.0,458571.0,0.0,1.0,16.0
1208,-7.1174683793754365,8419.965268112719,6200314.5,744.0,508757.0,0.0,1.0,16.0
